group,period,region_name,apps,number_of_users,category
Functional area,2020.1,Functional area - Białystok,Bolt Courier,8,Delivery
Functional area,2020.2,Functional area - Białystok,Bolt Courier,24,Delivery
Functional area,2020.1,Functional area - Bydgoszcz,Bolt Courier,3,Delivery
Functional area,2020.2,Functional area - Bydgoszcz,Bolt Courier,12,Delivery
Functional area,2020.1,Functional area - Gorzów Wielkopolski,Bolt Courier,1,Delivery
Functional area,2020.2,Functional area - Gorzów Wielkopolski,Bolt Courier,5,Delivery
Functional area,2020.1,Functional area - GZM,Bolt Courier,9,Delivery
Functional area,2020.2,Functional area - GZM,Bolt Courier,21,Delivery
Functional area,2020.1,Functional area - GZM2,Bolt Courier,10,Delivery
Functional area,2020.2,Functional area - GZM2,Bolt Courier,22,Delivery
Functional area,2020.2,Functional area - Kielce,Bolt Courier,18,Delivery
Functional area,2020.1,Functional area - Kraków,Bolt Courier,88,Delivery
Functional area,2020.2,Functional area - Kraków,Bolt Courier,171,Delivery
Functional area,2020.1,Functional area - Łódź,Bolt Courier,15,Delivery
Functional area,2020.2,Functional area - Łódź,Bolt Courier,34,Delivery
Functional area,2020.1,Functional area - Lublin,Bolt Courier,8,Delivery
Functional area,2020.2,Functional area - Lublin,Bolt Courier,18,Delivery
Functional area,2020.1,Functional area - Olsztyn,Bolt Courier,9,Delivery
Functional area,2020.2,Functional area - Olsztyn,Bolt Courier,20,Delivery
Functional area,2020.1,Functional area - Opole,Bolt Courier,9,Delivery
Functional area,2020.2,Functional area - Opole,Bolt Courier,30,Delivery
Functional area,2020.1,Functional area - Poznań,Bolt Courier,34,Delivery
Functional area,2020.2,Functional area - Poznań,Bolt Courier,64,Delivery
Functional area,2020.1,Functional area - Rzeszów,Bolt Courier,3,Delivery
Functional area,2020.2,Functional area - Rzeszów,Bolt Courier,23,Delivery
Functional area,2020.1,Functional area - Szczecin,Bolt Courier,29,Delivery
Functional area,2020.2,Functional area - Szczecin,Bolt Courier,56,Delivery
Functional area,2020.1,Functional area - Toruń,Bolt Courier,3,Delivery
Functional area,2020.2,Functional area - Toruń,Bolt Courier,12,Delivery
Functional area,2020.1,Functional area - Trójmiasto,Bolt Courier,21,Delivery
Functional area,2020.2,Functional area - Trójmiasto,Bolt Courier,51,Delivery
Functional area,2020.1,Functional area - Warszawa,Bolt Courier,389,Delivery
Functional area,2020.2,Functional area - Warszawa,Bolt Courier,541,Delivery
Functional area,2020.1,Functional area - Wrocław,Bolt Courier,35,Delivery
Functional area,2020.2,Functional area - Wrocław,Bolt Courier,79,Delivery
Functional area,2020.1,Functional area - Zielona Góra,Bolt Courier,1,Delivery
Functional area,2020.2,Functional area - Zielona Góra,Bolt Courier,6,Delivery
Cities,2020.1,Wrocław,Bolt Courier,35,Delivery
Cities,2020.1,Bydgoszcz,Bolt Courier,3,Delivery
Cities,2020.1,Toruń,Bolt Courier,3,Delivery
Cities,2020.1,Lublin,Bolt Courier,8,Delivery
Cities,2020.1,Gorzów Wielkopolski,Bolt Courier,1,Delivery
Cities,2020.1,Zielona Góra,Bolt Courier,1,Delivery
Cities,2020.1,Warszawa,Bolt Courier,382,Delivery
Cities,2020.1,Kraków,Bolt Courier,87,Delivery
Cities,2020.1,Opole,Bolt Courier,8,Delivery
Cities,2020.1,Rzeszów,Bolt Courier,3,Delivery
Cities,2020.1,Białystok,Bolt Courier,8,Delivery
Cities,2020.1,Gdańsk,Bolt Courier,13,Delivery
Cities,2020.1,Gdynia,Bolt Courier,4,Delivery
Cities,2020.1,Sopot,Bolt Courier,3,Delivery
Cities,2020.1,Olsztyn,Bolt Courier,9,Delivery
Cities,2020.1,Poznań,Bolt Courier,32,Delivery
Cities,2020.1,Szczecin,Bolt Courier,28,Delivery
Cities,2020.1,Łódź,Bolt Courier,15,Delivery
Cities,2020.1,Katowice,Bolt Courier,9,Delivery
Cities,2020.2,Wrocław,Bolt Courier,78,Delivery
Cities,2020.2,Bydgoszcz,Bolt Courier,12,Delivery
Cities,2020.2,Toruń,Bolt Courier,11,Delivery
Cities,2020.2,Lublin,Bolt Courier,18,Delivery
Cities,2020.2,Gorzów Wielkopolski,Bolt Courier,5,Delivery
Cities,2020.2,Zielona Góra,Bolt Courier,6,Delivery
Cities,2020.2,Warszawa,Bolt Courier,533,Delivery
Cities,2020.2,Kraków,Bolt Courier,170,Delivery
Cities,2020.2,Opole,Bolt Courier,30,Delivery
Cities,2020.2,Rzeszów,Bolt Courier,22,Delivery
Cities,2020.2,Białystok,Bolt Courier,24,Delivery
Cities,2020.2,Gdańsk,Bolt Courier,32,Delivery
Cities,2020.2,Gdynia,Bolt Courier,10,Delivery
Cities,2020.2,Sopot,Bolt Courier,8,Delivery
Cities,2020.2,Olsztyn,Bolt Courier,20,Delivery
Cities,2020.2,Poznań,Bolt Courier,62,Delivery
Cities,2020.2,Szczecin,Bolt Courier,55,Delivery
Cities,2020.2,Łódź,Bolt Courier,33,Delivery
Cities,2020.2,Katowice,Bolt Courier,21,Delivery
Cities,2020.2,Kielce,Bolt Courier,18,Delivery
Voivodeship,2020.1,dolnośląskie,Glover,313,Delivery
Voivodeship,2020.1,kujawsko-pomorskie,Glover,91,Delivery
Voivodeship,2020.1,lubelskie,Glover,116,Delivery
Voivodeship,2020.1,łódzkie,Glover,159,Delivery
Voivodeship,2020.1,małopolskie,Glover,603,Delivery
Voivodeship,2020.1,mazowieckie,Glover,1583,Delivery
Voivodeship,2020.1,opolskie,Glover,128,Delivery
Voivodeship,2020.1,podkarpackie,Glover,12,Delivery
Voivodeship,2020.1,podlaskie,Glover,28,Delivery
Voivodeship,2020.1,pomorskie,Glover,160,Delivery
Voivodeship,2020.1,śląskie,Glover,250,Delivery
Voivodeship,2020.1,świętokrzyskie,Glover,29,Delivery
Voivodeship,2020.1,warmińsko-mazurskie,Glover,51,Delivery
Voivodeship,2020.1,wielkopolskie,Glover,255,Delivery
Voivodeship,2020.1,zachodniopomorskie,Glover,508,Delivery
Voivodeship,2019.2,dolnośląskie,Glover,153,Delivery
Voivodeship,2019.2,kujawsko-pomorskie,Glover,29,Delivery
Voivodeship,2019.2,lubelskie,Glover,53,Delivery
Voivodeship,2019.2,lubuskie,Glover,12,Delivery
Voivodeship,2019.2,łódzkie,Glover,65,Delivery
Voivodeship,2019.2,małopolskie,Glover,326,Delivery
Voivodeship,2019.2,mazowieckie,Glover,1121,Delivery
Voivodeship,2019.2,opolskie,Glover,47,Delivery
Voivodeship,2019.2,podlaskie,Glover,27,Delivery
Voivodeship,2019.2,pomorskie,Glover,77,Delivery
Voivodeship,2019.2,śląskie,Glover,99,Delivery
Voivodeship,2019.2,warmińsko-mazurskie,Glover,28,Delivery
Voivodeship,2019.2,wielkopolskie,Glover,129,Delivery
Voivodeship,2019.2,zachodniopomorskie,Glover,165,Delivery
Voivodeship,2020.2,dolnośląskie,Glover,528,Delivery
Voivodeship,2020.2,kujawsko-pomorskie,Glover,167,Delivery
Voivodeship,2020.2,lubelskie,Glover,202,Delivery
Voivodeship,2020.2,lubuskie,Glover,38,Delivery
Voivodeship,2020.2,łódzkie,Glover,275,Delivery
Voivodeship,2020.2,małopolskie,Glover,924,Delivery
Voivodeship,2020.2,mazowieckie,Glover,2434,Delivery
Voivodeship,2020.2,opolskie,Glover,211,Delivery
Voivodeship,2020.2,podkarpackie,Glover,38,Delivery
Voivodeship,2020.2,podlaskie,Glover,58,Delivery
Voivodeship,2020.2,pomorskie,Glover,275,Delivery
Voivodeship,2020.2,śląskie,Glover,427,Delivery
Voivodeship,2020.2,świętokrzyskie,Glover,68,Delivery
Voivodeship,2020.2,warmińsko-mazurskie,Glover,133,Delivery
Voivodeship,2020.2,wielkopolskie,Glover,438,Delivery
Voivodeship,2020.2,zachodniopomorskie,Glover,266,Delivery
Functional area,2020.1,Functional area - Białystok,Glover,28,Delivery
Functional area,2019.2,Functional area - Białystok,Glover,27,Delivery
Functional area,2020.2,Functional area - Białystok,Glover,57,Delivery
Functional area,2020.1,Functional area - Bydgoszcz,Glover,40,Delivery
Functional area,2019.2,Functional area - Bydgoszcz,Glover,13,Delivery
Functional area,2020.2,Functional area - Bydgoszcz,Glover,72,Delivery
Functional area,2019.2,Functional area - Gorzów Wielkopolski,Glover,5,Delivery
Functional area,2020.2,Functional area - Gorzów Wielkopolski,Glover,16,Delivery
Functional area,2020.1,Functional area - GZM,Glover,67,Delivery
Functional area,2019.2,Functional area - GZM,Glover,32,Delivery
Functional area,2020.2,Functional area - GZM,Glover,121,Delivery
Functional area,2020.1,Functional area - GZM2,Glover,72,Delivery
Functional area,2019.2,Functional area - GZM2,Glover,33,Delivery
Functional area,2020.2,Functional area - GZM2,Glover,122,Delivery
Functional area,2020.1,Functional area - Kielce,Glover,28,Delivery
Functional area,2020.2,Functional area - Kielce,Glover,67,Delivery
Functional area,2020.1,Functional area - Kraków,Glover,600,Delivery
Functional area,2019.2,Functional area - Kraków,Glover,323,Delivery
Functional area,2020.2,Functional area - Kraków,Glover,908,Delivery
Functional area,2020.1,Functional area - Łódź,Glover,157,Delivery
Functional area,2019.2,Functional area - Łódź,Glover,62,Delivery
Functional area,2020.2,Functional area - Łódź,Glover,263,Delivery
Functional area,2020.1,Functional area - Lublin,Glover,109,Delivery
Functional area,2019.2,Functional area - Lublin,Glover,50,Delivery
Functional area,2020.2,Functional area - Lublin,Glover,189,Delivery
Functional area,2020.1,Functional area - Olsztyn,Glover,49,Delivery
Functional area,2019.2,Functional area - Olsztyn,Glover,26,Delivery
Functional area,2020.2,Functional area - Olsztyn,Glover,125,Delivery
Functional area,2020.1,Functional area - Opole,Glover,128,Delivery
Functional area,2019.2,Functional area - Opole,Glover,46,Delivery
Functional area,2020.2,Functional area - Opole,Glover,206,Delivery
Functional area,2020.1,Functional area - Poznań,Glover,255,Delivery
Functional area,2019.2,Functional area - Poznań,Glover,129,Delivery
Functional area,2020.2,Functional area - Poznań,Glover,438,Delivery
Functional area,2020.1,Functional area - Rzeszów,Glover,11,Delivery
Functional area,2020.2,Functional area - Rzeszów,Glover,36,Delivery
Functional area,2020.1,Functional area - Szczecin,Glover,506,Delivery
Functional area,2019.2,Functional area - Szczecin,Glover,164,Delivery
Functional area,2020.2,Functional area - Szczecin,Glover,264,Delivery
Functional area,2020.1,Functional area - Toruń,Glover,37,Delivery
Functional area,2019.2,Functional area - Toruń,Glover,12,Delivery
Functional area,2020.2,Functional area - Toruń,Glover,69,Delivery
Functional area,2020.1,Functional area - Trójmiasto,Glover,155,Delivery
Functional area,2019.2,Functional area - Trójmiasto,Glover,74,Delivery
Functional area,2020.2,Functional area - Trójmiasto,Glover,271,Delivery
Functional area,2020.1,Functional area - Warszawa,Glover,1583,Delivery
Functional area,2019.2,Functional area - Warszawa,Glover,1093,Delivery
Functional area,2020.2,Functional area - Warszawa,Glover,2360,Delivery
Functional area,2020.1,Functional area - Wrocław,Glover,302,Delivery
Functional area,2019.2,Functional area - Wrocław,Glover,148,Delivery
Functional area,2020.2,Functional area - Wrocław,Glover,517,Delivery
Functional area,2019.2,Functional area - Zielona Góra,Glover,6,Delivery
Functional area,2020.2,Functional area - Zielona Góra,Glover,18,Delivery
Cities,2020.1,Wrocław,Glover,302,Delivery
Cities,2020.1,Bydgoszcz,Glover,39,Delivery
Cities,2020.1,Toruń,Glover,36,Delivery
Cities,2020.1,Lublin,Glover,108,Delivery
Cities,2020.1,Warszawa,Glover,1544,Delivery
Cities,2020.1,Kraków,Glover,587,Delivery
Cities,2020.1,Opole,Glover,125,Delivery
Cities,2020.1,Rzeszów,Glover,11,Delivery
Cities,2020.1,Białystok,Glover,28,Delivery
Cities,2020.1,Gdańsk,Glover,99,Delivery
Cities,2020.1,Gdynia,Glover,31,Delivery
Cities,2020.1,Sopot,Glover,24,Delivery
Cities,2020.1,Olsztyn,Glover,47,Delivery
Cities,2020.1,Poznań,Glover,241,Delivery
Cities,2020.1,Szczecin,Glover,489,Delivery
Cities,2020.1,Łódź,Glover,151,Delivery
Cities,2020.1,Katowice,Glover,67,Delivery
Cities,2020.1,Kielce,Glover,28,Delivery
Cities,2019.2,Wrocław,Glover,146,Delivery
Cities,2019.2,Bydgoszcz,Glover,12,Delivery
Cities,2019.2,Toruń,Glover,11,Delivery
Cities,2019.2,Lublin,Glover,49,Delivery
Cities,2019.2,Gorzów Wielkopolski,Glover,5,Delivery
Cities,2019.2,Zielona Góra,Glover,6,Delivery
Cities,2019.2,Warszawa,Glover,1083,Delivery
Cities,2019.2,Kraków,Glover,314,Delivery
Cities,2019.2,Opole,Glover,46,Delivery
Cities,2019.2,Białystok,Glover,27,Delivery
Cities,2019.2,Gdańsk,Glover,47,Delivery
Cities,2019.2,Gdynia,Glover,15,Delivery
Cities,2019.2,Sopot,Glover,12,Delivery
Cities,2019.2,Olsztyn,Glover,25,Delivery
Cities,2019.2,Poznań,Glover,120,Delivery
Cities,2019.2,Szczecin,Glover,157,Delivery
Cities,2019.2,Łódź,Glover,61,Delivery
Cities,2019.2,Katowice,Glover,32,Delivery
Cities,2020.2,Wrocław,Glover,505,Delivery
Cities,2020.2,Bydgoszcz,Glover,71,Delivery
Cities,2020.2,Toruń,Glover,66,Delivery
Cities,2020.2,Lublin,Glover,187,Delivery
Cities,2020.2,Gorzów Wielkopolski,Glover,15,Delivery
Cities,2020.2,Zielona Góra,Glover,17,Delivery
Cities,2020.2,Warszawa,Glover,2358,Delivery
Cities,2020.2,Kraków,Glover,893,Delivery
Cities,2020.2,Opole,Glover,204,Delivery
Cities,2020.2,Rzeszów,Glover,36,Delivery
Cities,2020.2,Białystok,Glover,56,Delivery
Cities,2020.2,Gdańsk,Glover,170,Delivery
Cities,2020.2,Gdynia,Glover,53,Delivery
Cities,2020.2,Sopot,Glover,42,Delivery
Cities,2020.2,Olsztyn,Glover,122,Delivery
Cities,2020.2,Poznań,Glover,410,Delivery
Cities,2020.2,Szczecin,Glover,254,Delivery
Cities,2020.2,Łódź,Glover,261,Delivery
Cities,2020.2,Katowice,Glover,121,Delivery
Cities,2020.2,Kielce,Glover,65,Delivery
