group,period,region_name,apps,number_of_users,category
Functional area,2018.1,Functional area - Bydgoszcz,Takeaway,101,Delivery
Functional area,2019.1,Functional area - Bydgoszcz,Takeaway,184,Delivery
Functional area,2020.1,Functional area - Bydgoszcz,Takeaway,262,Delivery
Functional area,2018.2,Functional area - Bydgoszcz,Takeaway,144,Delivery
Functional area,2019.2,Functional area - Bydgoszcz,Takeaway,234,Delivery
Functional area,2020.2,Functional area - Bydgoszcz,Takeaway,297,Delivery
Functional area,2018.1,Functional area - Gorzów Wielkopolski,Takeaway,45,Delivery
Functional area,2019.1,Functional area - Gorzów Wielkopolski,Takeaway,130,Delivery
Functional area,2020.1,Functional area - Gorzów Wielkopolski,Takeaway,228,Delivery
Functional area,2018.2,Functional area - Gorzów Wielkopolski,Takeaway,92,Delivery
Functional area,2019.2,Functional area - Gorzów Wielkopolski,Takeaway,192,Delivery
Functional area,2020.2,Functional area - Gorzów Wielkopolski,Takeaway,293,Delivery
Functional area,2018.1,Functional area - GZM,Takeaway,174,Delivery
Functional area,2019.1,Functional area - GZM,Takeaway,317,Delivery
Functional area,2020.1,Functional area - GZM,Takeaway,486,Delivery
Functional area,2018.2,Functional area - GZM,Takeaway,237,Delivery
Functional area,2019.2,Functional area - GZM,Takeaway,400,Delivery
Functional area,2020.2,Functional area - GZM,Takeaway,558,Delivery
Functional area,2018.1,Functional area - GZM2,Takeaway,176,Delivery
Functional area,2019.1,Functional area - GZM2,Takeaway,305,Delivery
Functional area,2020.1,Functional area - GZM2,Takeaway,482,Delivery
Functional area,2018.2,Functional area - GZM2,Takeaway,232,Delivery
Functional area,2019.2,Functional area - GZM2,Takeaway,406,Delivery
Functional area,2020.2,Functional area - GZM2,Takeaway,544,Delivery
Functional area,2018.1,Functional area - Kielce,Takeaway,128,Delivery
Functional area,2019.1,Functional area - Kielce,Takeaway,271,Delivery
Functional area,2020.1,Functional area - Kielce,Takeaway,395,Delivery
Functional area,2018.2,Functional area - Kielce,Takeaway,203,Delivery
Functional area,2019.2,Functional area - Kielce,Takeaway,318,Delivery
Functional area,2020.2,Functional area - Kielce,Takeaway,442,Delivery
Functional area,2018.1,Functional area - Kraków,Takeaway,854,Delivery
Functional area,2019.1,Functional area - Kraków,Takeaway,1132,Delivery
Functional area,2020.1,Functional area - Kraków,Takeaway,1476,Delivery
Functional area,2018.2,Functional area - Kraków,Takeaway,968,Delivery
Functional area,2019.2,Functional area - Kraków,Takeaway,1339,Delivery
Functional area,2020.2,Functional area - Kraków,Takeaway,1619,Delivery
Functional area,2018.1,Functional area - Łódź,Takeaway,307,Delivery
Functional area,2019.1,Functional area - Łódź,Takeaway,527,Delivery
Functional area,2020.1,Functional area - Łódź,Takeaway,827,Delivery
Functional area,2018.2,Functional area - Łódź,Takeaway,398,Delivery
Functional area,2019.2,Functional area - Łódź,Takeaway,671,Delivery
Functional area,2020.2,Functional area - Łódź,Takeaway,908,Delivery
Functional area,2018.1,Functional area - Lublin,Takeaway,356,Delivery
Functional area,2019.1,Functional area - Lublin,Takeaway,513,Delivery
Functional area,2020.1,Functional area - Lublin,Takeaway,795,Delivery
Functional area,2018.2,Functional area - Lublin,Takeaway,438,Delivery
Functional area,2019.2,Functional area - Lublin,Takeaway,629,Delivery
Functional area,2020.2,Functional area - Lublin,Takeaway,958,Delivery
Functional area,2018.1,Functional area - Olsztyn,Takeaway,89,Delivery
Functional area,2019.1,Functional area - Olsztyn,Takeaway,211,Delivery
Functional area,2020.1,Functional area - Olsztyn,Takeaway,450,Delivery
Functional area,2018.2,Functional area - Olsztyn,Takeaway,162,Delivery
Functional area,2019.2,Functional area - Olsztyn,Takeaway,322,Delivery
Functional area,2020.2,Functional area - Olsztyn,Takeaway,533,Delivery
Functional area,2018.1,Functional area - Opole,Takeaway,316,Delivery
Functional area,2019.1,Functional area - Opole,Takeaway,500,Delivery
Functional area,2020.1,Functional area - Opole,Takeaway,828,Delivery
Functional area,2018.2,Functional area - Opole,Takeaway,373,Delivery
Functional area,2019.2,Functional area - Opole,Takeaway,658,Delivery
Functional area,2020.2,Functional area - Opole,Takeaway,912,Delivery
Functional area,2018.1,Functional area - Poznań,Takeaway,598,Delivery
Functional area,2019.1,Functional area - Poznań,Takeaway,912,Delivery
Functional area,2020.1,Functional area - Poznań,Takeaway,1145,Delivery
Functional area,2018.2,Functional area - Poznań,Takeaway,735,Delivery
Functional area,2019.2,Functional area - Poznań,Takeaway,1004,Delivery
Functional area,2020.2,Functional area - Poznań,Takeaway,1288,Delivery
Functional area,2018.1,Functional area - Rzeszów,Takeaway,58,Delivery
Functional area,2019.1,Functional area - Rzeszów,Takeaway,183,Delivery
Functional area,2020.1,Functional area - Rzeszów,Takeaway,381,Delivery
Functional area,2018.2,Functional area - Rzeszów,Takeaway,107,Delivery
Functional area,2019.2,Functional area - Rzeszów,Takeaway,259,Delivery
Functional area,2020.2,Functional area - Rzeszów,Takeaway,459,Delivery
Functional area,2018.1,Functional area - Szczecin,Takeaway,243,Delivery
Functional area,2019.1,Functional area - Szczecin,Takeaway,366,Delivery
Functional area,2020.1,Functional area - Szczecin,Takeaway,419,Delivery
Functional area,2018.2,Functional area - Szczecin,Takeaway,329,Delivery
Functional area,2019.2,Functional area - Szczecin,Takeaway,389,Delivery
Functional area,2020.2,Functional area - Szczecin,Takeaway,387,Delivery
Functional area,2018.1,Functional area - Toruń,Takeaway,96,Delivery
Functional area,2019.1,Functional area - Toruń,Takeaway,173,Delivery
Functional area,2020.1,Functional area - Toruń,Takeaway,246,Delivery
Functional area,2018.2,Functional area - Toruń,Takeaway,136,Delivery
Functional area,2019.2,Functional area - Toruń,Takeaway,209,Delivery
Functional area,2020.2,Functional area - Toruń,Takeaway,276,Delivery
Functional area,2018.1,Functional area - Trójmiasto,Takeaway,364,Delivery
Functional area,2019.1,Functional area - Trójmiasto,Takeaway,606,Delivery
Functional area,2020.1,Functional area - Trójmiasto,Takeaway,929,Delivery
Functional area,2018.2,Functional area - Trójmiasto,Takeaway,454,Delivery
Functional area,2019.2,Functional area - Trójmiasto,Takeaway,758,Delivery
Functional area,2020.2,Functional area - Trójmiasto,Takeaway,1035,Delivery
Functional area,2018.1,Functional area - Warszawa,Takeaway,3585,Delivery
Functional area,2019.1,Functional area - Warszawa,Takeaway,3389,Delivery
Functional area,2020.1,Functional area - Warszawa,Takeaway,2589,Delivery
Functional area,2018.2,Functional area - Warszawa,Takeaway,3535,Delivery
Functional area,2019.2,Functional area - Warszawa,Takeaway,2996,Delivery
Functional area,2020.2,Functional area - Warszawa,Takeaway,1878,Delivery
Functional area,2018.1,Functional area - Wrocław,Takeaway,230,Delivery
Functional area,2019.1,Functional area - Wrocław,Takeaway,400,Delivery
Functional area,2020.1,Functional area - Wrocław,Takeaway,520,Delivery
Functional area,2018.2,Functional area - Wrocław,Takeaway,263,Delivery
Functional area,2019.2,Functional area - Wrocław,Takeaway,471,Delivery
Functional area,2020.2,Functional area - Wrocław,Takeaway,540,Delivery
Functional area,2018.1,Functional area - Zielona Góra,Takeaway,51,Delivery
Functional area,2019.1,Functional area - Zielona Góra,Takeaway,140,Delivery
Functional area,2020.1,Functional area - Zielona Góra,Takeaway,264,Delivery
Functional area,2018.2,Functional area - Zielona Góra,Takeaway,110,Delivery
Functional area,2019.2,Functional area - Zielona Góra,Takeaway,222,Delivery
Functional area,2020.2,Functional area - Zielona Góra,Takeaway,348,Delivery
Cities,2018.1,Wrocław,Takeaway,230,Delivery
Cities,2018.1,Bydgoszcz,Takeaway,98,Delivery
Cities,2018.1,Toruń,Takeaway,91,Delivery
Cities,2018.1,Lublin,Takeaway,356,Delivery
Cities,2018.1,Gorzów Wielkopolski,Takeaway,43,Delivery
Cities,2018.1,Zielona Góra,Takeaway,51,Delivery
Cities,2018.1,Warszawa,Takeaway,3585,Delivery
Cities,2018.1,Kraków,Takeaway,854,Delivery
Cities,2018.1,Opole,Takeaway,316,Delivery
Cities,2018.1,Rzeszów,Takeaway,58,Delivery
Cities,2018.1,Białystok,Takeaway,153,Delivery
Cities,2018.1,Gdańsk,Takeaway,254,Delivery
Cities,2018.1,Gdynia,Takeaway,79,Delivery
Cities,2018.1,Sopot,Takeaway,62,Delivery
Cities,2018.1,Olsztyn,Takeaway,89,Delivery
Cities,2018.1,Poznań,Takeaway,598,Delivery
Cities,2018.1,Szczecin,Takeaway,243,Delivery
Cities,2018.1,Łódź,Takeaway,307,Delivery
Cities,2018.1,Katowice,Takeaway,174,Delivery
Cities,2018.1,Kielce,Takeaway,128,Delivery
Cities,2019.1,Wrocław,Takeaway,400,Delivery
Cities,2019.1,Bydgoszcz,Takeaway,177,Delivery
Cities,2019.1,Toruń,Takeaway,164,Delivery
Cities,2019.1,Lublin,Takeaway,513,Delivery
Cities,2019.1,Gorzów Wielkopolski,Takeaway,125,Delivery
Cities,2019.1,Zielona Góra,Takeaway,140,Delivery
Cities,2019.1,Warszawa,Takeaway,3389,Delivery
Cities,2019.1,Kraków,Takeaway,1132,Delivery
Cities,2019.1,Opole,Takeaway,500,Delivery
Cities,2019.1,Rzeszów,Takeaway,183,Delivery
Cities,2019.1,Białystok,Takeaway,277,Delivery
Cities,2019.1,Gdańsk,Takeaway,436,Delivery
Cities,2019.1,Gdynia,Takeaway,136,Delivery
Cities,2019.1,Sopot,Takeaway,108,Delivery
Cities,2019.1,Olsztyn,Takeaway,211,Delivery
Cities,2019.1,Poznań,Takeaway,912,Delivery
Cities,2019.1,Szczecin,Takeaway,366,Delivery
Cities,2019.1,Łódź,Takeaway,527,Delivery
Cities,2019.1,Katowice,Takeaway,317,Delivery
Cities,2019.1,Kielce,Takeaway,271,Delivery
Cities,2020.1,Wrocław,Takeaway,520,Delivery
Cities,2020.1,Bydgoszcz,Takeaway,261,Delivery
Cities,2020.1,Toruń,Takeaway,242,Delivery
Cities,2020.1,Lublin,Takeaway,795,Delivery
Cities,2020.1,Gorzów Wielkopolski,Takeaway,235,Delivery
Cities,2020.1,Zielona Góra,Takeaway,264,Delivery
Cities,2020.1,Warszawa,Takeaway,2589,Delivery
Cities,2020.1,Kraków,Takeaway,1476,Delivery
Cities,2020.1,Opole,Takeaway,828,Delivery
Cities,2020.1,Rzeszów,Takeaway,381,Delivery
Cities,2020.1,Białystok,Takeaway,488,Delivery
Cities,2020.1,Gdańsk,Takeaway,690,Delivery
Cities,2020.1,Gdynia,Takeaway,217,Delivery
Cities,2020.1,Sopot,Takeaway,173,Delivery
Cities,2020.1,Olsztyn,Takeaway,450,Delivery
Cities,2020.1,Poznań,Takeaway,1145,Delivery
Cities,2020.1,Szczecin,Takeaway,419,Delivery
Cities,2020.1,Łódź,Takeaway,827,Delivery
Cities,2020.1,Katowice,Takeaway,486,Delivery
Cities,2020.1,Kielce,Takeaway,395,Delivery
Cities,2018.2,Wrocław,Takeaway,263,Delivery
Cities,2018.2,Bydgoszcz,Takeaway,141,Delivery
Cities,2018.2,Toruń,Takeaway,131,Delivery
Cities,2018.2,Lublin,Takeaway,438,Delivery
Cities,2018.2,Gorzów Wielkopolski,Takeaway,92,Delivery
Cities,2018.2,Zielona Góra,Takeaway,109,Delivery
Cities,2018.2,Warszawa,Takeaway,3535,Delivery
Cities,2018.2,Kraków,Takeaway,968,Delivery
Cities,2018.2,Opole,Takeaway,373,Delivery
Cities,2018.2,Rzeszów,Takeaway,107,Delivery
Cities,2018.2,Białystok,Takeaway,211,Delivery
Cities,2018.2,Gdańsk,Takeaway,322,Delivery
Cities,2018.2,Gdynia,Takeaway,100,Delivery
Cities,2018.2,Sopot,Takeaway,80,Delivery
Cities,2018.2,Olsztyn,Takeaway,162,Delivery
Cities,2018.2,Poznań,Takeaway,735,Delivery
Cities,2018.2,Szczecin,Takeaway,329,Delivery
Cities,2018.2,Łódź,Takeaway,398,Delivery
Cities,2018.2,Katowice,Takeaway,237,Delivery
Cities,2018.2,Kielce,Takeaway,203,Delivery
Cities,2019.2,Wrocław,Takeaway,471,Delivery
Cities,2019.2,Bydgoszcz,Takeaway,223,Delivery
Cities,2019.2,Toruń,Takeaway,207,Delivery
Cities,2019.2,Lublin,Takeaway,629,Delivery
Cities,2019.2,Gorzów Wielkopolski,Takeaway,195,Delivery
Cities,2019.2,Zielona Góra,Takeaway,222,Delivery
Cities,2019.2,Warszawa,Takeaway,2996,Delivery
Cities,2019.2,Kraków,Takeaway,1339,Delivery
Cities,2019.2,Opole,Takeaway,658,Delivery
Cities,2019.2,Rzeszów,Takeaway,259,Delivery
Cities,2019.2,Białystok,Takeaway,351,Delivery
Cities,2019.2,Gdańsk,Takeaway,555,Delivery
Cities,2019.2,Gdynia,Takeaway,174,Delivery
Cities,2019.2,Sopot,Takeaway,139,Delivery
Cities,2019.2,Olsztyn,Takeaway,322,Delivery
Cities,2019.2,Poznań,Takeaway,1004,Delivery
Cities,2019.2,Szczecin,Takeaway,389,Delivery
Cities,2019.2,Łódź,Takeaway,671,Delivery
Cities,2019.2,Katowice,Takeaway,400,Delivery
Cities,2019.2,Kielce,Takeaway,318,Delivery
Cities,2020.2,Wrocław,Takeaway,540,Delivery
Cities,2020.2,Bydgoszcz,Takeaway,297,Delivery
Cities,2020.2,Toruń,Takeaway,276,Delivery
Cities,2020.2,Lublin,Takeaway,958,Delivery
Cities,2020.2,Gorzów Wielkopolski,Takeaway,311,Delivery
Cities,2020.2,Zielona Góra,Takeaway,348,Delivery
Cities,2020.2,Warszawa,Takeaway,1878,Delivery
Cities,2020.2,Kraków,Takeaway,1619,Delivery
Cities,2020.2,Opole,Takeaway,912,Delivery
Cities,2020.2,Rzeszów,Takeaway,459,Delivery
Cities,2020.2,Białystok,Takeaway,630,Delivery
Cities,2020.2,Gdańsk,Takeaway,778,Delivery
Cities,2020.2,Gdynia,Takeaway,245,Delivery
Cities,2020.2,Sopot,Takeaway,196,Delivery
Cities,2020.2,Olsztyn,Takeaway,533,Delivery
Cities,2020.2,Poznań,Takeaway,1288,Delivery
Cities,2020.2,Szczecin,Takeaway,387,Delivery
Cities,2020.2,Łódź,Takeaway,908,Delivery
Cities,2020.2,Katowice,Takeaway,558,Delivery
Cities,2020.2,Kielce,Takeaway,442,Delivery
Voivodeship,2018.1,dolnośląskie,Uber,3597,Transportation
Voivodeship,2018.1,łódzkie,Uber,1985,Transportation
Voivodeship,2018.1,małopolskie,Uber,7911,Transportation
Voivodeship,2018.1,mazowieckie,Uber,15585,Transportation
Voivodeship,2018.1,pomorskie,Uber,1307,Transportation
Voivodeship,2018.1,śląskie,Uber,2117,Transportation
Voivodeship,2018.1,wielkopolskie,Uber,1365,Transportation
Voivodeship,2019.1,dolnośląskie,Uber,4348,Transportation
Voivodeship,2019.1,łódzkie,Uber,2377,Transportation
Voivodeship,2019.1,małopolskie,Uber,9258,Transportation
Voivodeship,2019.1,mazowieckie,Uber,18217,Transportation
Voivodeship,2019.1,pomorskie,Uber,1561,Transportation
Voivodeship,2019.1,śląskie,Uber,2657,Transportation
Voivodeship,2019.1,wielkopolskie,Uber,1480,Transportation
Voivodeship,2020.1,dolnośląskie,Uber,4898,Transportation
Voivodeship,2020.1,łódzkie,Uber,3071,Transportation
Voivodeship,2020.1,małopolskie,Uber,10363,Transportation
Voivodeship,2020.1,mazowieckie,Uber,19124,Transportation
Voivodeship,2020.1,pomorskie,Uber,2175,Transportation
Voivodeship,2020.1,śląskie,Uber,3369,Transportation
Voivodeship,2020.1,wielkopolskie,Uber,1371,Transportation
Voivodeship,2018.2,dolnośląskie,Uber,4175,Transportation
Voivodeship,2018.2,łódzkie,Uber,2388,Transportation
Voivodeship,2018.2,małopolskie,Uber,8715,Transportation
Voivodeship,2018.2,mazowieckie,Uber,15918,Transportation
Voivodeship,2018.2,pomorskie,Uber,1545,Transportation
Voivodeship,2018.2,śląskie,Uber,2530,Transportation
Voivodeship,2018.2,wielkopolskie,Uber,1642,Transportation
Voivodeship,2019.2,dolnośląskie,Uber,5071,Transportation
Voivodeship,2019.2,łódzkie,Uber,2978,Transportation
Voivodeship,2019.2,małopolskie,Uber,9746,Transportation
Voivodeship,2019.2,mazowieckie,Uber,18495,Transportation
Voivodeship,2019.2,pomorskie,Uber,1827,Transportation
Voivodeship,2019.2,śląskie,Uber,3009,Transportation
Voivodeship,2019.2,wielkopolskie,Uber,1179,Transportation
Voivodeship,2020.2,dolnośląskie,Uber,5332,Transportation
Voivodeship,2020.2,łódzkie,Uber,3275,Transportation
Voivodeship,2020.2,małopolskie,Uber,10733,Transportation
Voivodeship,2020.2,mazowieckie,Uber,20356,Transportation
Voivodeship,2020.2,pomorskie,Uber,2121,Transportation
Voivodeship,2020.2,śląskie,Uber,3283,Transportation
Voivodeship,2020.2,wielkopolskie,Uber,954,Transportation
Functional area,2018.1,Functional area - GZM,Uber,1075,Transportation
Functional area,2019.1,Functional area - GZM,Uber,1189,Transportation
Functional area,2020.1,Functional area - GZM,Uber,1489,Transportation
Functional area,2018.2,Functional area - GZM,Uber,1122,Transportation
Functional area,2019.2,Functional area - GZM,Uber,1400,Transportation
Functional area,2020.2,Functional area - GZM,Uber,1578,Transportation
Functional area,2018.1,Functional area - GZM2,Uber,991,Transportation
Functional area,2019.1,Functional area - GZM2,Uber,1196,Transportation
Functional area,2020.1,Functional area - GZM2,Uber,1590,Transportation
Functional area,2018.2,Functional area - GZM2,Uber,1003,Transportation
Functional area,2019.2,Functional area - GZM2,Uber,1410,Transportation
Functional area,2020.2,Functional area - GZM2,Uber,1707,Transportation
Functional area,2018.1,Functional area - Kraków,Uber,7545,Transportation
Functional area,2019.1,Functional area - Kraków,Uber,7807,Transportation
Functional area,2020.1,Functional area - Kraków,Uber,7577,Transportation
Functional area,2018.2,Functional area - Kraków,Uber,7665,Transportation
Functional area,2019.2,Functional area - Kraków,Uber,7567,Transportation
Functional area,2020.2,Functional area - Kraków,Uber,7622,Transportation
Functional area,2018.1,Functional area - Łódź,Uber,1758,Transportation
Functional area,2019.1,Functional area - Łódź,Uber,2115,Transportation
Functional area,2020.1,Functional area - Łódź,Uber,2487,Transportation
Functional area,2018.2,Functional area - Łódź,Uber,1884,Transportation
Functional area,2019.2,Functional area - Łódź,Uber,2280,Transportation
Functional area,2020.2,Functional area - Łódź,Uber,2648,Transportation
Functional area,2018.1,Functional area - Poznań,Uber,1365,Transportation
Functional area,2019.1,Functional area - Poznań,Uber,1480,Transportation
Functional area,2020.1,Functional area - Poznań,Uber,1371,Transportation
Functional area,2018.2,Functional area - Poznań,Uber,1451,Transportation
Functional area,2019.2,Functional area - Poznań,Uber,1179,Transportation
Functional area,2020.2,Functional area - Poznań,Uber,954,Transportation
Functional area,2018.1,Functional area - Trójmiasto,Uber,1307,Transportation
Functional area,2019.1,Functional area - Trójmiasto,Uber,1561,Transportation
Functional area,2020.1,Functional area - Trójmiasto,Uber,1867,Transportation
Functional area,2018.2,Functional area - Trójmiasto,Uber,1436,Transportation
Functional area,2019.2,Functional area - Trójmiasto,Uber,1637,Transportation
Functional area,2020.2,Functional area - Trójmiasto,Uber,1875,Transportation
Functional area,2018.1,Functional area - Warszawa,Uber,15585,Transportation
Functional area,2019.1,Functional area - Warszawa,Uber,16268,Transportation
Functional area,2020.1,Functional area - Warszawa,Uber,16997,Transportation
Functional area,2018.2,Functional area - Warszawa,Uber,15918,Transportation
Functional area,2019.2,Functional area - Warszawa,Uber,16779,Transportation
Functional area,2020.2,Functional area - Warszawa,Uber,17012,Transportation
Functional area,2018.1,Functional area - Wrocław,Uber,3597,Transportation
Functional area,2019.1,Functional area - Wrocław,Uber,3987,Transportation
Functional area,2020.1,Functional area - Wrocław,Uber,4142,Transportation
Functional area,2018.2,Functional area - Wrocław,Uber,3750,Transportation
Functional area,2019.2,Functional area - Wrocław,Uber,4135,Transportation
Functional area,2020.2,Functional area - Wrocław,Uber,4296,Transportation
Cities,2018.1,Wrocław,Uber,2975,Transportation
Cities,2018.1,Warszawa,Uber,12598,Transportation
Cities,2018.1,Kraków,Uber,6825,Transportation
Cities,2018.1,Gdańsk,Uber,525,Transportation
Cities,2018.1,Gdynia,Uber,348,Transportation
Cities,2018.1,Sopot,Uber,135,Transportation
Cities,2018.1,Poznań,Uber,857,Transportation
Cities,2018.1,Łódź,Uber,1485,Transportation
Cities,2018.1,Katowice,Uber,1075,Transportation
Cities,2019.1,Wrocław,Uber,3231,Transportation
Cities,2019.1,Warszawa,Uber,12767,Transportation
Cities,2019.1,Kraków,Uber,6930,Transportation
Cities,2019.1,Gdańsk,Uber,726,Transportation
Cities,2019.1,Gdynia,Uber,439,Transportation
Cities,2019.1,Sopot,Uber,292,Transportation
Cities,2019.1,Poznań,Uber,883,Transportation
Cities,2019.1,Łódź,Uber,1737,Transportation
Cities,2019.1,Katowice,Uber,1189,Transportation
Cities,2020.1,Wrocław,Uber,3087,Transportation
Cities,2020.1,Warszawa,Uber,12675,Transportation
Cities,2020.1,Kraków,Uber,6929,Transportation
Cities,2020.1,Gdańsk,Uber,613,Transportation
Cities,2020.1,Gdynia,Uber,625,Transportation
Cities,2020.1,Sopot,Uber,160,Transportation
Cities,2020.1,Poznań,Uber,952,Transportation
Cities,2020.1,Łódź,Uber,1859,Transportation
Cities,2020.1,Katowice,Uber,1489,Transportation
Cities,2018.2,Wrocław,Uber,3120,Transportation
Cities,2018.2,Warszawa,Uber,12677,Transportation
Cities,2018.2,Kraków,Uber,6858,Transportation
Cities,2018.2,Gdańsk,Uber,584,Transportation
Cities,2018.2,Gdynia,Uber,368,Transportation
Cities,2018.2,Sopot,Uber,185,Transportation
Cities,2018.2,Poznań,Uber,817,Transportation
Cities,2018.2,Łódź,Uber,1587,Transportation
Cities,2018.2,Katowice,Uber,1122,Transportation
Cities,2019.2,Wrocław,Uber,3115,Transportation
Cities,2019.2,Warszawa,Uber,12660,Transportation
Cities,2019.2,Kraków,Uber,6829,Transportation
Cities,2019.2,Gdańsk,Uber,609,Transportation
Cities,2019.2,Gdynia,Uber,565,Transportation
Cities,2019.2,Sopot,Uber,272,Transportation
Cities,2019.2,Poznań,Uber,828,Transportation
Cities,2019.2,Łódź,Uber,1846,Transportation
Cities,2019.2,Katowice,Uber,1400,Transportation
Cities,2020.2,Wrocław,Uber,3217,Transportation
Cities,2020.2,Warszawa,Uber,12637,Transportation
Cities,2020.2,Kraków,Uber,6808,Transportation
Cities,2020.2,Gdańsk,Uber,472,Transportation
Cities,2020.2,Gdynia,Uber,479,Transportation
Cities,2020.2,Sopot,Uber,80,Transportation
Cities,2020.2,Poznań,Uber,835,Transportation
Cities,2020.2,Łódź,Uber,1762,Transportation
Cities,2020.2,Katowice,Uber,1578,Transportation
Voivodeship,2018.1,dolnośląskie,Wolt,73,Delivery
Voivodeship,2018.1,kujawsko-pomorskie,Wolt,106,Delivery
Voivodeship,2018.1,lubelskie,Wolt,99,Delivery
Voivodeship,2018.1,lubuskie,Wolt,27,Delivery
Voivodeship,2018.1,łódzkie,Wolt,65,Delivery
Voivodeship,2018.1,małopolskie,Wolt,361,Delivery
Voivodeship,2018.1,mazowieckie,Wolt,978,Delivery
Voivodeship,2018.1,opolskie,Wolt,109,Delivery
Voivodeship,2018.1,podkarpackie,Wolt,71,Delivery
Voivodeship,2018.1,podlaskie,Wolt,81,Delivery
Voivodeship,2018.1,pomorskie,Wolt,106,Delivery
Voivodeship,2018.1,śląskie,Wolt,194,Delivery
Voivodeship,2018.1,świętokrzyskie,Wolt,32,Delivery
Voivodeship,2018.1,warmińsko-mazurskie,Wolt,35,Delivery
Voivodeship,2018.1,wielkopolskie,Wolt,161,Delivery
Voivodeship,2018.1,zachodniopomorskie,Wolt,71,Delivery
Voivodeship,2019.1,dolnośląskie,Wolt,103,Delivery
Voivodeship,2019.1,kujawsko-pomorskie,Wolt,143,Delivery
Voivodeship,2019.1,lubelskie,Wolt,146,Delivery
Voivodeship,2019.1,lubuskie,Wolt,40,Delivery
Voivodeship,2019.1,łódzkie,Wolt,88,Delivery
Voivodeship,2019.1,małopolskie,Wolt,497,Delivery
Voivodeship,2019.1,mazowieckie,Wolt,1275,Delivery
Voivodeship,2019.1,opolskie,Wolt,147,Delivery
Voivodeship,2019.1,podkarpackie,Wolt,105,Delivery
Voivodeship,2019.1,podlaskie,Wolt,123,Delivery
Voivodeship,2019.1,pomorskie,Wolt,150,Delivery
Voivodeship,2019.1,śląskie,Wolt,260,Delivery
Voivodeship,2019.1,świętokrzyskie,Wolt,45,Delivery
Voivodeship,2019.1,warmińsko-mazurskie,Wolt,57,Delivery
Voivodeship,2019.1,wielkopolskie,Wolt,225,Delivery
Voivodeship,2019.1,zachodniopomorskie,Wolt,24,Delivery
Voivodeship,2020.1,dolnośląskie,Wolt,143,Delivery
Voivodeship,2020.1,kujawsko-pomorskie,Wolt,198,Delivery
Voivodeship,2020.1,lubelskie,Wolt,204,Delivery
Voivodeship,2020.1,lubuskie,Wolt,57,Delivery
Voivodeship,2020.1,łódzkie,Wolt,123,Delivery
Voivodeship,2020.1,małopolskie,Wolt,684,Delivery
Voivodeship,2020.1,mazowieckie,Wolt,1680,Delivery
Voivodeship,2020.1,opolskie,Wolt,205,Delivery
Voivodeship,2020.1,podkarpackie,Wolt,146,Delivery
Voivodeship,2020.1,podlaskie,Wolt,174,Delivery
Voivodeship,2020.1,pomorskie,Wolt,209,Delivery
Voivodeship,2020.1,śląskie,Wolt,361,Delivery
Voivodeship,2020.1,świętokrzyskie,Wolt,65,Delivery
Voivodeship,2020.1,warmińsko-mazurskie,Wolt,82,Delivery
Voivodeship,2020.1,wielkopolskie,Wolt,312,Delivery
Voivodeship,2020.1,zachodniopomorskie,Wolt,71,Delivery
Voivodeship,2018.2,dolnośląskie,Wolt,87,Delivery
Voivodeship,2018.2,kujawsko-pomorskie,Wolt,121,Delivery
Voivodeship,2018.2,lubelskie,Wolt,124,Delivery
Voivodeship,2018.2,lubuskie,Wolt,33,Delivery
Voivodeship,2018.2,łódzkie,Wolt,75,Delivery
Voivodeship,2018.2,małopolskie,Wolt,424,Delivery
Voivodeship,2018.2,mazowieckie,Wolt,1086,Delivery
Voivodeship,2018.2,opolskie,Wolt,126,Delivery
Voivodeship,2018.2,podkarpackie,Wolt,89,Delivery
Voivodeship,2018.2,podlaskie,Wolt,104,Delivery
Voivodeship,2018.2,pomorskie,Wolt,127,Delivery
Voivodeship,2018.2,śląskie,Wolt,221,Delivery
Voivodeship,2018.2,świętokrzyskie,Wolt,37,Delivery
Voivodeship,2018.2,warmińsko-mazurskie,Wolt,49,Delivery
Voivodeship,2018.2,wielkopolskie,Wolt,191,Delivery
Voivodeship,2018.2,zachodniopomorskie,Wolt,31,Delivery
Voivodeship,2019.2,dolnośląskie,Wolt,114,Delivery
Voivodeship,2019.2,kujawsko-pomorskie,Wolt,158,Delivery
Voivodeship,2019.2,lubelskie,Wolt,162,Delivery
Voivodeship,2019.2,lubuskie,Wolt,44,Delivery
Voivodeship,2019.2,łódzkie,Wolt,98,Delivery
Voivodeship,2019.2,małopolskie,Wolt,548,Delivery
Voivodeship,2019.2,mazowieckie,Wolt,1404,Delivery
Voivodeship,2019.2,opolskie,Wolt,164,Delivery
Voivodeship,2019.2,podkarpackie,Wolt,116,Delivery
Voivodeship,2019.2,podlaskie,Wolt,138,Delivery
Voivodeship,2019.2,pomorskie,Wolt,167,Delivery
Voivodeship,2019.2,śląskie,Wolt,288,Delivery
Voivodeship,2019.2,świętokrzyskie,Wolt,51,Delivery
Voivodeship,2019.2,warmińsko-mazurskie,Wolt,64,Delivery
Voivodeship,2019.2,wielkopolskie,Wolt,248,Delivery
Voivodeship,2019.2,zachodniopomorskie,Wolt,12,Delivery
Voivodeship,2020.2,dolnośląskie,Wolt,173,Delivery
Voivodeship,2020.2,kujawsko-pomorskie,Wolt,239,Delivery
Voivodeship,2020.2,lubelskie,Wolt,244,Delivery
